Measures Filter,Date of Last Report ,Cumulative Incidence (c),Country or Subregion,Deaths,EW,Imported,Confirmed,Last_Report,Last Epidemiological Week Reported (a),Total Cases (b),Year,Population x 1000
2677,12/31/2016,16.34,Ecuador,0,28,0,694,12/31/2016,28,"2,677",2016,16385
87399,12/31/2016,179.63,Colombia,0,28,0,"7,621",12/31/2016,28,"87,399",2016,48654
1428,12/31/2016,29.4,Costa Rica,0,28,2,"1,405",12/31/2016,28,"1,428",2016,4857
18,12/31/2016,52.94,Virgin Islands (UK),,28,,1,12/31/2016,28,18,2016,34
0,12/31/2016,0,Canada,0,28,143,,12/31/2016,28,0,2016,0
157,12/31/2016,39.95,Bahamas,,28,,1,12/31/2016,28,157,2016,393
95,12/31/2016,101.06,Antigua and Barbuda,,28,,10,12/31/2016,28,95,2016,94
104,12/31/2016,0.24,Argentina,,28,,26,12/31/2016,28,104,2016,43847
0,12/31/2016,0,Chile,0,28,,0,12/31/2016,28,0,2016,18132
1590,12/31/2016,"1,060.00",Curaçao,0,28,0,359,12/31/2016,28,"1,590",2016,150
2394,12/31/2016,1.86,Mexico,0,28,0,"2,394",12/31/2016,28,"2,394",2016,128632
5,12/31/2016,100,Montserrat,,28,,0,12/31/2016,28,5,2016,5
517,12/31/2016,453.51,Aruba,0,28,0,23,12/31/2016,28,517,2016,114
9,12/31/2016,,"Bonaire, Saint Eustatius and Saba",0,28,0,9,12/31/2016,28,9,2016,
579,12/31/2016,9.41,Nicaragua,0,28,0,579,12/31/2016,28,579,2016,6150
1899,12/31/2016,47.59,Panama,0,28,0,301,12/31/2016,28,"1,899",2016,3990
24,12/31/2016,0.36,Paraguay,0,28,0,3,12/31/2016,28,24,2016,6725
260,12/31/2016,0.82,Peru,0,28,2,148,12/31/2016,28,260,2016,31774
15414,12/31/2016,418.74,Puerto Rico,0,28,0,"15,414",12/31/2016,28,"15,414",2016,3681
331,12/31/2016,"3,677.78",Saint Barthelemy,0,28,0,61,12/31/2016,28,331,2016,9
93,12/31/2016,178.85,Saint Kitts and Nevis,,28,,11,12/31/2016,28,93,2016,52
5,12/31/2016,29.41,Anguilla,0,28,0,2,12/31/2016,28,5,2016,17
332,12/31/2016,202.44,Saint Lucia,0,28,0,13,12/31/2016,28,332,2016,164
1780,12/31/2016,"5,562.50",Saint Martin,0,28,0,200,12/31/2016,28,"1,780",2016,32
277,12/31/2016,271.57,Saint Vincent and the Grenadines,0,28,0,62,12/31/2016,28,277,2016,102
2952,12/31/2016,538.69,Suriname,0,28,0,614,12/31/2016,28,"2,952",2016,548
291,12/31/2016,21.32,Trinidad and Tobago,0,28,0,291,12/31/2016,28,291,2016,1365
50,12/31/2016,98.04,Turks and Caicos Islands,,28,,8,12/31/2016,28,50,2016,51
456,12/31/2016,442.72,Virgin Islands (US),0,28,0,56,12/31/2016,28,456,2016,103
57216,12/31/2016,181.53,Venezuela,0,28,0,0,12/31/2016,28,"57,216",2016,31519
,12/31/2016,,United States of America,,28,,,12/31/2016,-,,2016,324119
1031,12/31/2016,9.47,Bolivia,0,29,,125,12/31/2016,29,"1,031",2016,10888
284,12/31/2016,77.38,Belize,,29,,28,12/31/2016,29,284,2016,367
590,12/31/2016,202.75,Barbados,,29,,93,12/31/2016,29,590,2016,291
263205,12/31/2016,125.59,Brazil,,29,,"125,015",12/31/2016,29,"263,205",2016,209568
71,12/31/2016,124.56,Cayman Islands,,29,,5,12/31/2016,29,71,2016,57
27943,12/31/2016,"5,932.70",Guadeloupe,0,29,0,28,12/31/2016,29,"27,943",2016,471
5693,12/31/2016,203.1,Jamaica,0,29,0,129,12/31/2016,29,"5,693",2016,2803
33,12/31/2016,4.28,Guyana,0,29,0,33,12/31/2016,29,33,2016,771
2910,12/31/2016,17.45,Guatemala,,29,,572,12/31/2016,29,"2,910",2016,16673
3030,12/31/2016,27.93,Haiti,0,29,0,0,12/31/2016,29,"3,030",2016,10848
35480,12/31/2016,"8,959.60",Martinique,0,29,0,0,12/31/2016,29,"35,480",2016,396
7457,12/31/2016,121.33,El Salvador,0,29,0,3,12/31/2016,29,"7,457",2016,6146
10006,12/31/2016,"3,625.36",French Guiana,0,29,0,48,12/31/2016,29,"10,006",2016,276
28533,12/31/2016,348.39,Honduras,0,29,0,136,12/31/2016,29,"28,533",2016,8190
280,12/31/2016,252.25,Grenada,0,29,0,56,12/31/2016,29,280,2016,111
1,12/31/2016,0.01,Cuba,0,29,25,1,12/31/2016,29,1,2016,11393
1127,12/31/2016,"1,522.97",Dominica,,29,,68,12/31/2016,29,"1,127",2016,74
5465,12/31/2016,51.32,Dominican Republic,0,29,0,328,12/31/2016,29,"5,465",2016,10649
2903,12/31/2016,17.72,Ecuador,0,29,0,725,12/31/2016,29,"2,903",2016,16385
88015,12/31/2016,180.9,Colombia,0,29,0,"7,651",12/31/2016,29,"88,015",2016,48654
1603,12/31/2016,33,Costa Rica,0,29,2,"1,580",12/31/2016,29,"1,603",2016,4857
23,12/31/2016,67.65,Virgin Islands (UK),,29,,2,12/31/2016,29,23,2016,34
0,12/31/2016,0,Canada,0,29,143,,12/31/2016,29,0,2016,0
166,12/31/2016,42.24,Bahamas,,29,,1,12/31/2016,29,166,2016,393
105,12/31/2016,111.7,Antigua and Barbuda,,29,,12,12/31/2016,29,105,2016,94
110,12/31/2016,0.25,Argentina,,29,,26,12/31/2016,29,110,2016,43847
0,12/31/2016,0,Chile,0,29,,0,12/31/2016,29,0,2016,18132
1629,12/31/2016,"1,086.00",Curaçao,0,29,0,367,12/31/2016,29,"1,629",2016,150
2685,12/31/2016,2.09,Mexico,0,29,0,"2,685",12/31/2016,29,"2,685",2016,128632
5,12/31/2016,100,Montserrat,,29,,0,12/31/2016,29,5,2016,5
525,12/31/2016,460.53,Aruba,0,29,0,23,12/31/2016,29,525,2016,114
9,12/31/2016,,"Bonaire, Saint Eustatius and Saba",0,29,0,9,12/31/2016,29,9,2016,
608,12/31/2016,9.89,Nicaragua,0,29,0,608,12/31/2016,29,608,2016,6150
1926,12/31/2016,48.27,Panama,0,29,0,303,12/31/2016,29,"1,926",2016,3990
24,12/31/2016,0.36,Paraguay,0,29,0,3,12/31/2016,29,24,2016,6725
261,12/31/2016,0.82,Peru,0,29,2,149,12/31/2016,29,261,2016,31774
16894,12/31/2016,458.95,Puerto Rico,0,29,0,"16,894",12/31/2016,29,"16,894",2016,3681
331,12/31/2016,"3,677.78",Saint Barthelemy,0,29,0,61,12/31/2016,29,331,2016,9
93,12/31/2016,178.85,Saint Kitts and Nevis,,29,,11,12/31/2016,29,93,2016,52
6,12/31/2016,35.29,Anguilla,0,29,0,2,12/31/2016,29,6,2016,17
332,12/31/2016,202.44,Saint Lucia,0,29,0,13,12/31/2016,29,332,2016,164
1780,12/31/2016,"5,562.50",Saint Martin,0,29,0,200,12/31/2016,29,"1,780",2016,32
325,12/31/2016,318.63,Saint Vincent and the Grenadines,0,29,0,69,12/31/2016,29,325,2016,102
2966,12/31/2016,541.24,Suriname,0,29,0,614,12/31/2016,29,"2,966",2016,548
335,12/31/2016,24.54,Trinidad and Tobago,0,29,0,335,12/31/2016,29,335,2016,1365
53,12/31/2016,103.92,Turks and Caicos Islands,,29,,9,12/31/2016,29,53,2016,51
456,12/31/2016,442.72,Virgin Islands (US),0,29,0,56,12/31/2016,29,456,2016,103
58175,12/31/2016,184.57,Venezuela,0,29,0,0,12/31/2016,29,"58,175",2016,31519
,12/31/2016,,United States of America,,29,,,12/31/2016,-,,2016,324119
1036,12/31/2016,9.52,Bolivia,0,30,,125,12/31/2016,30,"1,036",2016,10888
284,12/31/2016,77.38,Belize,,30,,28,12/31/2016,30,284,2016,367
590,12/31/2016,202.75,Barbados,,30,,93,12/31/2016,30,590,2016,291
263958,12/31/2016,125.95,Brazil,,30,,"125,290",12/31/2016,30,"263,958",2016,209568
71,12/31/2016,124.56,Cayman Islands,,30,,5,12/31/2016,30,71,2016,57
27943,12/31/2016,"5,932.70",Guadeloupe,0,30,0,28,12/31/2016,30,"27,943",2016,471
5693,12/31/2016,203.1,Jamaica,0,30,0,129,12/31/2016,30,"5,693",2016,2803
33,12/31/2016,4.28,Guyana,0,30,0,33,12/31/2016,30,33,2016,771
2980,12/31/2016,17.87,Guatemala,,30,,586,12/31/2016,30,"2,980",2016,16673
3030,12/31/2016,27.93,Haiti,0,30,0,0,12/31/2016,30,"3,030",2016,10848
35480,12/31/2016,"8,959.60",Martinique,0,30,0,0,12/31/2016,30,"35,480",2016,396
7457,12/31/2016,121.33,El Salvador,0,30,0,3,12/31/2016,30,"7,457",2016,6146
10006,12/31/2016,"3,625.36",French Guiana,0,30,0,48,12/31/2016,30,"10,006",2016,276
28533,12/31/2016,348.39,Honduras,0,30,0,136,12/31/2016,30,"28,533",2016,8190
280,12/31/2016,252.25,Grenada,0,30,0,56,12/31/2016,30,280,2016,111
1,12/31/2016,0.01,Cuba,0,30,25,1,12/31/2016,30,1,2016,11393
1127,12/31/2016,"1,522.97",Dominica,,30,,68,12/31/2016,30,"1,127",2016,74
5465,12/31/2016,51.32,Dominican Republic,0,30,0,328,12/31/2016,30,"5,465",2016,10649
2903,12/31/2016,17.72,Ecuador,0,30,0,725,12/31/2016,30,"2,903",2016,16385
88015,12/31/2016,180.9,Colombia,0,30,0,"7,651",12/31/2016,30,"88,015",2016,48654
1603,12/31/2016,33,Costa Rica,0,30,2,"1,580",12/31/2016,30,"1,603",2016,4857
23,12/31/2016,67.65,Virgin Islands (UK),,30,,2,12/31/2016,30,23,2016,34
0,12/31/2016,0,Canada,0,30,143,,12/31/2016,30,0,2016,0
166,12/31/2016,42.24,Bahamas,,30,,1,12/31/2016,30,166,2016,393
105,12/31/2016,111.7,Antigua and Barbuda,,30,,12,12/31/2016,30,105,2016,94
110,12/31/2016,0.25,Argentina,,30,,26,12/31/2016,30,110,2016,43847
0,12/31/2016,0,Chile,0,30,,0,12/31/2016,30,0,2016,18132
1629,12/31/2016,"1,086.00",Curaçao,0,30,0,367,12/31/2016,30,"1,629",2016,150
2685,12/31/2016,2.09,Mexico,0,30,0,"2,685",12/31/2016,30,"2,685",2016,128632
5,12/31/2016,100,Montserrat,,30,,0,12/31/2016,30,5,2016,5
525,12/31/2016,460.53,Aruba,0,30,0,23,12/31/2016,30,525,2016,114
9,12/31/2016,,"Bonaire, Saint Eustatius and Saba",0,30,0,9,12/31/2016,30,9,2016,
608,12/31/2016,9.89,Nicaragua,0,30,0,608,12/31/2016,30,608,2016,6150
1926,12/31/2016,48.27,Panama,0,30,0,303,12/31/2016,30,"1,926",2016,3990
24,12/31/2016,0.36,Paraguay,0,30,0,3,12/31/2016,30,24,2016,6725
261,12/31/2016,0.82,Peru,0,30,2,149,12/31/2016,30,261,2016,31774
16894,12/31/2016,458.95,Puerto Rico,0,30,0,"16,894",12/31/2016,30,"16,894",2016,3681
331,12/31/2016,"3,677.78",Saint Barthelemy,0,30,0,61,12/31/2016,30,331,2016,9
93,12/31/2016,178.85,Saint Kitts and Nevis,,30,,11,12/31/2016,30,93,2016,52
6,12/31/2016,35.29,Anguilla,0,30,0,2,12/31/2016,30,6,2016,17
332,12/31/2016,202.44,Saint Lucia,0,30,0,13,12/31/2016,30,332,2016,164
1780,12/31/2016,"5,562.50",Saint Martin,0,30,0,200,12/31/2016,30,"1,780",2016,32
325,12/31/2016,318.63,Saint Vincent and the Grenadines,0,30,0,69,12/31/2016,30,325,2016,102
2966,12/31/2016,541.24,Suriname,0,30,0,614,12/31/2016,30,"2,966",2016,548
335,12/31/2016,24.54,Trinidad and Tobago,0,30,0,335,12/31/2016,30,335,2016,1365
53,12/31/2016,103.92,Turks and Caicos Islands,,30,,9,12/31/2016,30,53,2016,51
456,12/31/2016,442.72,Virgin Islands (US),0,30,0,56,12/31/2016,30,456,2016,103
58175,12/31/2016,184.57,Venezuela,0,30,0,0,12/31/2016,30,"58,175",2016,31519
,12/31/2016,,United States of America,,30,,,12/31/2016,-,,2016,324119
306,12/31/2016,83.38,Belize,,31,,30,12/31/2016,31,306,2016,367
594,12/31/2016,204.12,Barbados,,31,,95,12/31/2016,31,594,2016,291
1039,12/31/2016,9.54,Bolivia,0,31,,125,12/31/2016,31,"1,039",2016,10888
264711,12/31/2016,126.31,Brazil,,31,,"125,564",12/31/2016,31,"264,711",2016,209568
85,12/31/2016,149.12,Cayman Islands,,31,,9,12/31/2016,31,85,2016,57
28764,12/31/2016,"6,107.01",Guadeloupe,0,31,0,28,12/31/2016,31,"28,764",2016,471
5952,12/31/2016,212.34,Jamaica,0,31,0,136,12/31/2016,31,"5,952",2016,2803
33,12/31/2016,4.28,Guyana,0,31,0,33,12/31/2016,31,33,2016,771
3053,12/31/2016,18.31,Guatemala,,31,,600,12/31/2016,31,"3,053",2016,16673
3050,12/31/2016,28.12,Haiti,0,31,0,0,12/31/2016,31,"3,050",2016,10848
35731,12/31/2016,"9,022.98",Martinique,0,31,0,0,12/31/2016,31,"35,731",2016,396
7466,12/31/2016,121.48,El Salvador,0,31,0,3,12/31/2016,31,"7,466",2016,6146
10071,12/31/2016,"3,648.91",French Guiana,0,31,0,48,12/31/2016,31,"10,071",2016,276
29115,12/31/2016,355.49,Honduras,0,31,0,157,12/31/2016,31,"29,115",2016,8190
289,12/31/2016,260.36,Grenada,0,31,0,56,12/31/2016,31,289,2016,111
1,12/31/2016,0.01,Cuba,0,31,25,1,12/31/2016,31,1,2016,11393
1143,12/31/2016,"1,544.59",Dominica,,31,,69,12/31/2016,31,"1,143",2016,74
5478,12/31/2016,51.44,Dominican Republic,0,31,0,331,12/31/2016,31,"5,478",2016,10649
3027,12/31/2016,18.47,Ecuador,0,31,0,745,12/31/2016,31,"3,027",2016,16385
88463,12/31/2016,181.82,Colombia,0,31,0,"7,692",12/31/2016,31,"88,463",2016,48654
23,12/31/2016,67.65,Virgin Islands (UK),,31,,2,12/31/2016,31,23,2016,34
1796,12/31/2016,36.98,Costa Rica,0,31,2,"1,773",12/31/2016,31,"1,796",2016,4857
0,12/31/2016,0,Canada,0,31,143,,12/31/2016,31,0,2016,0
174,12/31/2016,44.27,Bahamas,,31,,2,12/31/2016,31,174,2016,393
111,12/31/2016,118.09,Antigua and Barbuda,,31,,12,12/31/2016,31,111,2016,94
110,12/31/2016,0.25,Argentina,,31,,26,12/31/2016,31,110,2016,43847
0,12/31/2016,0,Chile,0,31,,0,12/31/2016,31,0,2016,18132
1676,12/31/2016,"1,117.33",Curaçao,0,31,0,381,12/31/2016,31,"1,676",2016,150
2890,12/31/2016,2.25,Mexico,0,31,0,"2,890",12/31/2016,31,"2,890",2016,128632
5,12/31/2016,100,Montserrat,,31,,0,12/31/2016,31,5,2016,5
540,12/31/2016,473.68,Aruba,0,31,0,24,12/31/2016,31,540,2016,114
9,12/31/2016,,"Bonaire, Saint Eustatius and Saba",0,31,0,9,12/31/2016,31,9,2016,
608,12/31/2016,9.89,Nicaragua,0,31,0,608,12/31/2016,31,608,2016,6150
1970,12/31/2016,49.37,Panama,0,31,0,310,12/31/2016,31,"1,970",2016,3990
27,12/31/2016,0.4,Paraguay,0,31,0,3,12/31/2016,31,27,2016,6725
264,12/31/2016,0.83,Peru,0,31,2,150,12/31/2016,31,264,2016,31774
19050,12/31/2016,517.52,Puerto Rico,0,31,0,"19,050",12/31/2016,31,"19,050",2016,3681
331,12/31/2016,"3,677.78",Saint Barthelemy,0,31,0,61,12/31/2016,31,331,2016,9
93,12/31/2016,178.85,Saint Kitts and Nevis,,31,,11,12/31/2016,31,93,2016,52
6,12/31/2016,35.29,Anguilla,0,31,0,2,12/31/2016,31,6,2016,17
332,12/31/2016,202.44,Saint Lucia,0,31,0,13,12/31/2016,31,332,2016,164
1780,12/31/2016,"5,562.50",Saint Martin,0,31,0,200,12/31/2016,31,"1,780",2016,32
365,12/31/2016,357.84,Saint Vincent and the Grenadines,0,31,0,72,12/31/2016,31,365,2016,102
2974,12/31/2016,542.7,Suriname,0,31,0,617,12/31/2016,31,"2,974",2016,548
412,12/31/2016,30.18,Trinidad and Tobago,0,31,0,412,12/31/2016,31,412,2016,1365
60,12/31/2016,117.65,Turks and Caicos Islands,,31,,9,12/31/2016,31,60,2016,51
456,12/31/2016,442.72,Virgin Islands (US),0,31,0,56,12/31/2016,31,456,2016,103
58738,12/31/2016,186.36,Venezuela,0,31,0,0,12/31/2016,31,"58,738",2016,31519
,12/31/2016,,United States of America,,31,,,12/31/2016,-,,2016,324119
348,12/31/2016,94.82,Belize,,32,,34,12/31/2016,32,348,2016,367
601,12/31/2016,206.53,Barbados,,32,,95,12/31/2016,32,601,2016,291
1042,12/31/2016,9.57,Bolivia,0,32,,126,12/31/2016,32,"1,042",2016,10888
265414,12/31/2016,126.65,Brazil,,32,,"125,837",12/31/2016,32,"265,414",2016,209568
101,12/31/2016,177.19,Cayman Islands,,32,,9,12/31/2016,32,101,2016,57
29512,12/31/2016,"6,265.82",Guadeloupe,0,32,0,28,12/31/2016,32,"29,512",2016,471
6148,12/31/2016,219.34,Jamaica,0,32,0,150,12/31/2016,32,"6,148",2016,2803
33,12/31/2016,4.28,Guyana,0,32,0,33,12/31/2016,32,33,2016,771
3126,12/31/2016,18.75,Guatemala,,32,,621,12/31/2016,32,"3,126",2016,16673
3065,12/31/2016,28.25,Haiti,0,32,0,0,12/31/2016,32,"3,065",2016,10848
35978,12/31/2016,"9,085.35",Martinique,0,32,0,0,12/31/2016,32,"35,978",2016,396
7520,12/31/2016,122.36,El Salvador,0,32,0,3,12/31/2016,32,"7,520",2016,6146
10138,12/31/2016,"3,673.19",French Guiana,0,32,0,48,12/31/2016,32,"10,138",2016,276
29516,12/31/2016,360.39,Honduras,0,32,0,166,12/31/2016,32,"29,516",2016,8190
319,12/31/2016,287.39,Grenada,0,32,0,56,12/31/2016,32,319,2016,111
1,12/31/2016,0.01,Cuba,0,32,25,1,12/31/2016,32,1,2016,11393
1159,12/31/2016,"1,566.22",Dominica,,32,,73,12/31/2016,32,"1,159",2016,74
5490,12/31/2016,51.55,Dominican Republic,0,32,0,331,12/31/2016,32,"5,490",2016,10649
3105,12/31/2016,18.95,Ecuador,0,32,0,758,12/31/2016,32,"3,105",2016,16385
88860,12/31/2016,182.64,Colombia,0,32,0,"7,761",12/31/2016,32,"88,860",2016,48654
29,12/31/2016,85.29,Virgin Islands (UK),,32,,6,12/31/2016,32,29,2016,34
2086,12/31/2016,42.95,Costa Rica,0,32,2,"2,063",12/31/2016,32,"2,086",2016,4857
0,12/31/2016,0,Canada,0,32,143,,12/31/2016,32,0,2016,0
195,12/31/2016,49.62,Bahamas,,32,,5,12/31/2016,32,195,2016,393
129,12/31/2016,137.23,Antigua and Barbuda,,32,,12,12/31/2016,32,129,2016,94
110,12/31/2016,0.25,Argentina,,32,,26,12/31/2016,32,110,2016,43847
0,12/31/2016,0,Chile,0,32,,0,12/31/2016,32,0,2016,18132
1735,12/31/2016,"1,156.67",Curaçao,0,32,0,394,12/31/2016,32,"1,735",2016,150
3147,12/31/2016,2.45,Mexico,0,32,0,"3,147",12/31/2016,32,"3,147",2016,128632
5,12/31/2016,100,Montserrat,,32,,0,12/31/2016,32,5,2016,5
549,12/31/2016,481.58,Aruba,0,32,0,24,12/31/2016,32,549,2016,114
9,12/31/2016,,"Bonaire, Saint Eustatius and Saba",0,32,0,9,12/31/2016,32,9,2016,
608,12/31/2016,9.89,Nicaragua,0,32,0,608,12/31/2016,32,608,2016,6150
2019,12/31/2016,50.6,Panama,0,32,0,315,12/31/2016,32,"2,019",2016,3990
27,12/31/2016,0.4,Paraguay,0,32,0,3,12/31/2016,32,27,2016,6725
265,12/31/2016,0.83,Peru,0,32,2,151,12/31/2016,32,265,2016,31774
21488,12/31/2016,583.75,Puerto Rico,0,32,0,"21,488",12/31/2016,32,"21,488",2016,3681
331,12/31/2016,"3,677.78",Saint Barthelemy,0,32,0,61,12/31/2016,32,331,2016,9
93,12/31/2016,178.85,Saint Kitts and Nevis,,32,,11,12/31/2016,32,93,2016,52
10,12/31/2016,58.82,Anguilla,0,32,0,4,12/31/2016,32,10,2016,17
332,12/31/2016,202.44,Saint Lucia,0,32,0,13,12/31/2016,32,332,2016,164
1780,12/31/2016,"5,562.50",Saint Martin,0,32,0,200,12/31/2016,32,"1,780",2016,32
423,12/31/2016,414.71,Saint Vincent and the Grenadines,0,32,0,76,12/31/2016,32,423,2016,102
2982,12/31/2016,544.16,Suriname,0,32,0,619,12/31/2016,32,"2,982",2016,548
479,12/31/2016,35.09,Trinidad and Tobago,0,32,0,479,12/31/2016,32,479,2016,1365
73,12/31/2016,143.14,Turks and Caicos Islands,,32,,13,12/31/2016,32,73,2016,51
456,12/31/2016,442.72,Virgin Islands (US),0,32,0,56,12/31/2016,32,456,2016,103
59203,12/31/2016,187.83,Venezuela,0,32,0,0,12/31/2016,32,"59,203",2016,31519
,12/31/2016,,United States of America,,32,,,12/31/2016,-,,2016,324119
413,12/31/2016,112.53,Belize,,33,,48,12/31/2016,33,413,2016,367
622,12/31/2016,213.75,Barbados,,33,,97,12/31/2016,33,622,2016,291
1046,12/31/2016,9.61,Bolivia,0,33,,126,12/31/2016,33,"1,046",2016,10888
266020,12/31/2016,126.94,Brazil,,33,,"126,075",12/31/2016,33,"266,020",2016,209568
122,12/31/2016,214.04,Cayman Islands,,33,,10,12/31/2016,33,122,2016,57
30114,12/31/2016,"6,393.63",Guadeloupe,0,33,0,28,12/31/2016,33,"30,114",2016,471
6331,12/31/2016,225.87,Jamaica,0,33,0,164,12/31/2016,33,"6,331",2016,2803
33,12/31/2016,4.28,Guyana,0,33,0,33,12/31/2016,33,33,2016,771
3230,12/31/2016,19.37,Guatemala,,33,,639,12/31/2016,33,"3,230",2016,16673
3065,12/31/2016,28.25,Haiti,0,33,0,0,12/31/2016,33,"3,065",2016,10848
36239,12/31/2016,"9,151.26",Martinique,0,33,0,0,12/31/2016,33,"36,239",2016,396
7556,12/31/2016,122.94,El Salvador,0,33,0,3,12/31/2016,33,"7,556",2016,6146
10217,12/31/2016,"3,701.81",French Guiana,0,33,0,48,12/31/2016,33,"10,217",2016,276
29954,12/31/2016,365.74,Honduras,0,33,0,174,12/31/2016,33,"29,954",2016,8190
383,12/31/2016,345.05,Grenada,0,33,0,67,12/31/2016,33,383,2016,111
1,12/31/2016,0.01,Cuba,0,33,25,1,12/31/2016,33,1,2016,11393
1177,12/31/2016,"1,590.54",Dominica,,33,,77,12/31/2016,33,"1,177",2016,74
5501,12/31/2016,51.66,Dominican Republic,0,33,0,331,12/31/2016,33,"5,501",2016,10649
3193,12/31/2016,19.49,Ecuador,0,33,0,773,12/31/2016,33,"3,193",2016,16385
89207,12/31/2016,183.35,Colombia,0,33,0,"7,793",12/31/2016,33,"89,207",2016,48654
35,12/31/2016,102.94,Virgin Islands (UK),,33,,8,12/31/2016,33,35,2016,34
2489,12/31/2016,51.25,Costa Rica,0,33,2,"2,466",12/31/2016,33,"2,489",2016,4857
0,12/31/2016,0,Canada,0,33,143,,12/31/2016,33,0,2016,0
236,12/31/2016,60.05,Bahamas,,33,,10,12/31/2016,33,236,2016,393
163,12/31/2016,173.4,Antigua and Barbuda,,33,,12,12/31/2016,33,163,2016,94
112,12/31/2016,0.26,Argentina,,33,,26,12/31/2016,33,112,2016,43847
0,12/31/2016,0,Chile,0,33,,0,12/31/2016,33,0,2016,18132
3546,12/31/2016,2.76,Mexico,0,33,0,"3,546",12/31/2016,33,"3,546",2016,128632
5,12/31/2016,100,Montserrat,,33,,0,12/31/2016,33,5,2016,5
1811,12/31/2016,"1,207.33",Curaçao,0,33,0,417,12/31/2016,33,"1,811",2016,150
560,12/31/2016,491.23,Aruba,0,33,0,24,12/31/2016,33,560,2016,114
9,12/31/2016,,"Bonaire, Saint Eustatius and Saba",0,33,0,9,12/31/2016,33,9,2016,
608,12/31/2016,9.89,Nicaragua,0,33,0,608,12/31/2016,33,608,2016,6150
2086,12/31/2016,52.28,Panama,0,33,0,331,12/31/2016,33,"2,086",2016,3990
28,12/31/2016,0.42,Paraguay,0,33,0,4,12/31/2016,33,28,2016,6725
270,12/31/2016,0.85,Peru,0,33,2,155,12/31/2016,33,270,2016,31774
23722,12/31/2016,644.44,Puerto Rico,0,33,0,"23,722",12/31/2016,33,"23,722",2016,3681
331,12/31/2016,"3,677.78",Saint Barthelemy,0,33,0,61,12/31/2016,33,331,2016,9
97,12/31/2016,186.54,Saint Kitts and Nevis,,33,,11,12/31/2016,33,97,2016,52
12,12/31/2016,70.59,Anguilla,0,33,0,5,12/31/2016,33,12,2016,17
332,12/31/2016,202.44,Saint Lucia,0,33,0,13,12/31/2016,33,332,2016,164
1780,12/31/2016,"5,562.50",Saint Martin,0,33,0,200,12/31/2016,33,"1,780",2016,32
463,12/31/2016,453.92,Saint Vincent and the Grenadines,0,33,0,77,12/31/2016,33,463,2016,102
2985,12/31/2016,544.71,Suriname,0,33,0,619,12/31/2016,33,"2,985",2016,548
548,12/31/2016,40.15,Trinidad and Tobago,0,33,0,548,12/31/2016,33,548,2016,1365
80,12/31/2016,156.86,Turks and Caicos Islands,,33,,13,12/31/2016,33,80,2016,51
456,12/31/2016,442.72,Virgin Islands (US),0,33,0,56,12/31/2016,33,456,2016,103
59666,12/31/2016,189.3,Venezuela,0,33,0,0,12/31/2016,33,"59,666",2016,31519
,12/31/2016,,United States of America,,33,,,12/31/2016,-,,2016,324119
482,12/31/2016,131.34,Belize,,34,,54,12/31/2016,34,482,2016,367
638,12/31/2016,219.24,Barbados,,34,,103,12/31/2016,34,638,2016,291
1048,12/31/2016,9.63,Bolivia,0,34,,126,12/31/2016,34,"1,048",2016,10888
266518,12/31/2016,127.17,Brazil,,34,,"126,256",12/31/2016,34,"266,518",2016,209568
140,12/31/2016,245.61,Cayman Islands,,34,,12,12/31/2016,34,140,2016,57
30514,12/31/2016,"6,478.56",Guadeloupe,0,34,0,28,12/31/2016,34,"30,514",2016,471
6442,12/31/2016,229.83,Jamaica,0,34,0,167,12/31/2016,34,"6,442",2016,2803
33,12/31/2016,4.28,Guyana,0,34,0,33,12/31/2016,34,33,2016,771
3316,12/31/2016,19.89,Guatemala,,34,,652,12/31/2016,34,"3,316",2016,16673
3065,12/31/2016,28.25,Haiti,0,34,0,0,12/31/2016,34,"3,065",2016,10848
36562,12/31/2016,"9,232.83",Martinique,0,34,0,0,12/31/2016,34,"36,562",2016,396
7591,12/31/2016,123.51,El Salvador,0,34,0,3,12/31/2016,34,"7,591",2016,6146
10241,12/31/2016,"3,710.51",French Guiana,0,34,0,48,12/31/2016,34,"10,241",2016,276
30267,12/31/2016,369.56,Honduras,0,34,0,193,12/31/2016,34,"30,267",2016,8190
391,12/31/2016,352.25,Grenada,0,34,0,67,12/31/2016,34,391,2016,111
1,12/31/2016,0.01,Cuba,0,34,25,1,12/31/2016,34,1,2016,11393
1193,12/31/2016,"1,612.16",Dominica,,34,,79,12/31/2016,34,"1,193",2016,74
5506,12/31/2016,51.7,Dominican Republic,0,34,0,331,12/31/2016,34,"5,506",2016,10649
3258,12/31/2016,19.88,Ecuador,0,34,0,798,12/31/2016,34,"3,258",2016,16385
89502,12/31/2016,183.96,Colombia,0,34,0,"7,828",12/31/2016,34,"89,502",2016,48654
49,12/31/2016,144.12,Virgin Islands (UK),,34,,12,12/31/2016,34,49,2016,34
2995,12/31/2016,61.66,Costa Rica,0,34,2,"2,972",12/31/2016,34,"2,995",2016,4857
0,12/31/2016,0,Canada,0,34,143,,12/31/2016,34,0,2016,0
260,12/31/2016,66.16,Bahamas,,34,,13,12/31/2016,34,260,2016,393
216,12/31/2016,229.79,Antigua and Barbuda,,34,,12,12/31/2016,34,216,2016,94
115,12/31/2016,0.26,Argentina,,34,,26,12/31/2016,34,115,2016,43847
