Measures Filter,Date of Last Report ,Cumulative Incidence (c),Country or Subregion,Deaths,EW,Imported,Confirmed,Last_Report,Last Epidemiological Week Reported (a),Total Cases (b),Year,Population x 1000
0,1/2/2016,0,Martinique,0,8,0,0,1/2/2016,8,0,2015,406
0,1/2/2016,0,Haiti,0,8,0,0,1/2/2016,8,0,2015,10604
0,1/2/2016,0,Honduras,0,8,0,0,1/2/2016,8,0,2015,8424
0,1/2/2016,0,French Guiana,0,8,0,0,1/2/2016,8,0,2015,262
0,1/2/2016,0,Grenada,0,8,0,0,1/2/2016,8,0,2015,111
0,1/2/2016,0,Guadeloupe,0,8,0,0,1/2/2016,8,0,2015,470
0,1/2/2016,0,Dominica,0,8,0,0,1/2/2016,8,0,2015,74
0,1/2/2016,0,Dominican Republic,0,8,0,0,1/2/2016,8,0,2015,10652
0,1/2/2016,0,Ecuador,0,8,0,0,1/2/2016,8,0,2015,16226
0,1/2/2016,0,Virgin Islands (UK),,8,,0,1/2/2016,8,0,2015,33
0,1/2/2016,0,Virgin Islands (UK),,8,,0,1/2/2016,8,0,2015,33
134,1/2/2016,0.07,Brazil,0,8,0,60,1/2/2016,8,134,2015,203657
976,1/2/2016,15.19,El Salvador,0,8,0,0,1/2/2016,8,976,2015,6426
0,1/2/2016,0,Belize,0,8,0,0,1/2/2016,8,0,2015,348
0,1/2/2016,0,Bolivia,0,8,0,0,1/2/2016,8,0,2015,11025
0,1/2/2016,0,Mexico,0,8,0,0,1/2/2016,8,0,2015,125236
0,1/2/2016,0,Curaçao,0,8,0,0,1/2/2016,8,0,2015,150
0,1/2/2016,0,Aruba,0,8,0,0,1/2/2016,8,0,2015,112
0,1/2/2016,,"Bonaire, Saint Eustatius and Saba",0,8,0,0,1/2/2016,8,0,2015,
0,1/2/2016,0,Nicaragua,0,8,0,0,1/2/2016,8,0,2015,6257
21,1/2/2016,0.53,Panama,0,8,0,21,1/2/2016,8,21,2015,3988
0,1/2/2016,0,Paraguay,0,8,0,0,1/2/2016,8,0,2015,7033
0,1/2/2016,0,Peru,0,8,0,0,1/2/2016,8,0,2015,31161
0,1/2/2016,0,Puerto Rico,0,8,0,0,1/2/2016,8,0,2015,3680
0,1/2/2016,0,Saint Barthelemy,0,8,0,0,1/2/2016,8,0,2015,9
0,1/2/2016,0,Saint Kitts and Nevis,,8,,0,1/2/2016,8,0,2015,52
0,1/2/2016,0,Anguilla,0,8,0,0,1/2/2016,8,0,2015,16
0,1/2/2016,0,Saint Lucia,0,8,0,0,1/2/2016,8,0,2015,164
0,1/2/2016,0,Saint Martin,0,8,0,0,1/2/2016,8,0,2015,32
0,1/2/2016,0,Saint Vincent and the Grenadines,0,8,0,0,1/2/2016,8,0,2015,103
71,1/2/2016,12.96,Suriname,0,8,0,11,1/2/2016,8,71,2015,548
0,1/2/2016,0,Trinidad and Tobago,0,8,0,0,1/2/2016,8,0,2015,1347
0,1/2/2016,0,Turks and Caicos Islands,,8,,0,1/2/2016,8,0,2015,50
0,1/2/2016,0,United States of America,0,8,,0,1/2/2016,8,0,2015,325128
0,1/2/2016,0,Virgin Islands (US),0,8,0,0,1/2/2016,8,0,2015,104
0,1/2/2016,0,Venezuela,0,8,0,0,1/2/2016,8,0,2015,31293
,12/29/2018,,Barbados,,8,,,12/29/2018,-,,2015,291
,1/2/2016,,Guatemala,,8,,,1/2/2016,-,,2015,16255
0,1/2/2016,0,Argentina,0,9,0,0,1/2/2016,9,0,2015,42155
2158,1/2/2016,4.36,Colombia,0,9,0,183,1/2/2016,9,"2,158",2015,49529
0,1/2/2016,0,Canada,0,9,0,,1/2/2016,9,0,2015,0
0,1/2/2016,0,Costa Rica,0,9,0,0,1/2/2016,9,0,2015,5002
0,1/2/2016,0,Cuba,0,9,0,0,1/2/2016,9,0,2015,11249
0,1/2/2016,0,Guyana,0,9,0,0,1/2/2016,9,0,2015,808
0,1/2/2016,0,Jamaica,0,9,0,0,1/2/2016,9,0,2015,2813
0,1/2/2016,0,Martinique,0,9,0,0,1/2/2016,9,0,2015,406
0,1/2/2016,0,Haiti,0,9,0,0,1/2/2016,9,0,2015,10604
0,1/2/2016,0,Honduras,0,9,0,0,1/2/2016,9,0,2015,8424
0,1/2/2016,0,French Guiana,0,9,0,0,1/2/2016,9,0,2015,262
0,1/2/2016,0,Grenada,0,9,0,0,1/2/2016,9,0,2015,111
0,1/2/2016,0,Guadeloupe,0,9,0,0,1/2/2016,9,0,2015,470
0,1/2/2016,0,Dominica,0,9,0,0,1/2/2016,9,0,2015,74
0,1/2/2016,0,Dominican Republic,0,9,0,0,1/2/2016,9,0,2015,10652
0,1/2/2016,0,Ecuador,0,9,0,0,1/2/2016,9,0,2015,16226
0,1/2/2016,0,Virgin Islands (UK),,9,,0,1/2/2016,9,0,2015,33
0,1/2/2016,0,Virgin Islands (UK),,9,,0,1/2/2016,9,0,2015,33
149,1/2/2016,0.07,Brazil,0,9,0,63,1/2/2016,9,149,2015,203657
976,1/2/2016,15.19,El Salvador,0,9,0,0,1/2/2016,9,976,2015,6426
0,1/2/2016,0,Belize,0,9,0,0,1/2/2016,9,0,2015,348
0,1/2/2016,0,Bolivia,0,9,0,0,1/2/2016,9,0,2015,11025
0,1/2/2016,0,Mexico,0,9,0,0,1/2/2016,9,0,2015,125236
0,1/2/2016,0,Curaçao,0,9,0,0,1/2/2016,9,0,2015,150
0,1/2/2016,0,Aruba,0,9,0,0,1/2/2016,9,0,2015,112
0,1/2/2016,,"Bonaire, Saint Eustatius and Saba",0,9,0,0,1/2/2016,9,0,2015,
0,1/2/2016,0,Nicaragua,0,9,0,0,1/2/2016,9,0,2015,6257
21,1/2/2016,0.53,Panama,0,9,0,21,1/2/2016,9,21,2015,3988
0,1/2/2016,0,Paraguay,0,9,0,0,1/2/2016,9,0,2015,7033
0,1/2/2016,0,Peru,0,9,0,0,1/2/2016,9,0,2015,31161
0,1/2/2016,0,Puerto Rico,0,9,0,0,1/2/2016,9,0,2015,3680
0,1/2/2016,0,Saint Barthelemy,0,9,0,0,1/2/2016,9,0,2015,9
0,1/2/2016,0,Saint Kitts and Nevis,,9,,0,1/2/2016,9,0,2015,52
0,1/2/2016,0,Anguilla,0,9,0,0,1/2/2016,9,0,2015,16
0,1/2/2016,0,Saint Lucia,0,9,0,0,1/2/2016,9,0,2015,164
0,1/2/2016,0,Saint Martin,0,9,0,0,1/2/2016,9,0,2015,32
0,1/2/2016,0,Saint Vincent and the Grenadines,0,9,0,0,1/2/2016,9,0,2015,103
71,1/2/2016,12.96,Suriname,0,9,0,11,1/2/2016,9,71,2015,548
0,1/2/2016,0,Trinidad and Tobago,0,9,0,0,1/2/2016,9,0,2015,1347
0,1/2/2016,0,Turks and Caicos Islands,,9,,0,1/2/2016,9,0,2015,50
0,1/2/2016,0,United States of America,0,9,,0,1/2/2016,9,0,2015,325128
0,1/2/2016,0,Virgin Islands (US),0,9,0,0,1/2/2016,9,0,2015,104
0,1/2/2016,0,Venezuela,0,9,0,0,1/2/2016,9,0,2015,31293
,12/29/2018,,Barbados,,9,,,12/29/2018,-,,2015,291
,1/2/2016,,Guatemala,,9,,,1/2/2016,-,,2015,16255
0,1/2/2016,0,Argentina,0,10,0,0,1/2/2016,10,0,2015,42155
2158,1/2/2016,4.36,Colombia,0,10,0,183,1/2/2016,10,"2,158",2015,49529
0,1/2/2016,0,Canada,0,10,0,,1/2/2016,10,0,2015,0
0,1/2/2016,0,Cuba,0,10,0,0,1/2/2016,10,0,2015,11249
0,1/2/2016,0,Guyana,0,10,0,0,1/2/2016,10,0,2015,808
0,1/2/2016,0,Jamaica,0,10,0,0,1/2/2016,10,0,2015,2813
0,1/2/2016,0,Martinique,0,10,0,0,1/2/2016,10,0,2015,406
0,1/2/2016,0,Haiti,0,10,0,0,1/2/2016,10,0,2015,10604
0,1/2/2016,0,Honduras,0,10,0,0,1/2/2016,10,0,2015,8424
0,1/2/2016,0,French Guiana,0,10,0,0,1/2/2016,10,0,2015,262
0,1/2/2016,0,Grenada,0,10,0,0,1/2/2016,10,0,2015,111
0,1/2/2016,0,Guadeloupe,0,10,0,0,1/2/2016,10,0,2015,470
0,1/2/2016,0,Dominica,0,10,0,0,1/2/2016,10,0,2015,74
0,1/2/2016,0,Dominican Republic,0,10,0,0,1/2/2016,10,0,2015,10652
0,1/2/2016,0,Ecuador,0,10,0,0,1/2/2016,10,0,2015,16226
0,1/2/2016,0,Costa Rica,0,10,0,0,1/2/2016,10,0,2015,5002
0,1/2/2016,0,Virgin Islands (UK),,10,,0,1/2/2016,10,0,2015,33
0,1/2/2016,0,Virgin Islands (UK),,10,,0,1/2/2016,10,0,2015,33
171,1/2/2016,0.08,Brazil,0,10,0,78,1/2/2016,10,171,2015,203657
976,1/2/2016,15.19,El Salvador,0,10,0,0,1/2/2016,10,976,2015,6426
0,1/2/2016,0,Belize,0,10,0,0,1/2/2016,10,0,2015,348
0,1/2/2016,0,Bolivia,0,10,0,0,1/2/2016,10,0,2015,11025
0,1/2/2016,0,Mexico,0,10,0,0,1/2/2016,10,0,2015,125236
0,1/2/2016,0,Curaçao,0,10,0,0,1/2/2016,10,0,2015,150
0,1/2/2016,0,Aruba,0,10,0,0,1/2/2016,10,0,2015,112
0,1/2/2016,,"Bonaire, Saint Eustatius and Saba",0,10,0,0,1/2/2016,10,0,2015,
0,1/2/2016,0,Nicaragua,0,10,0,0,1/2/2016,10,0,2015,6257
21,1/2/2016,0.53,Panama,0,10,0,21,1/2/2016,10,21,2015,3988
0,1/2/2016,0,Paraguay,0,10,0,0,1/2/2016,10,0,2015,7033
0,1/2/2016,0,Peru,0,10,0,0,1/2/2016,10,0,2015,31161
0,1/2/2016,0,Puerto Rico,0,10,0,0,1/2/2016,10,0,2015,3680
0,1/2/2016,0,Saint Barthelemy,0,10,0,0,1/2/2016,10,0,2015,9
0,1/2/2016,0,Saint Kitts and Nevis,,10,,0,1/2/2016,10,0,2015,52
0,1/2/2016,0,Anguilla,0,10,0,0,1/2/2016,10,0,2015,16
0,1/2/2016,0,Saint Lucia,0,10,0,0,1/2/2016,10,0,2015,164
0,1/2/2016,0,Saint Martin,0,10,0,0,1/2/2016,10,0,2015,32
0,1/2/2016,0,Saint Vincent and the Grenadines,0,10,0,0,1/2/2016,10,0,2015,103
71,1/2/2016,12.96,Suriname,0,10,0,11,1/2/2016,10,71,2015,548
0,1/2/2016,0,Trinidad and Tobago,0,10,0,0,1/2/2016,10,0,2015,1347
0,1/2/2016,0,Turks and Caicos Islands,,10,,0,1/2/2016,10,0,2015,50
0,1/2/2016,0,United States of America,0,10,,0,1/2/2016,10,0,2015,325128
0,1/2/2016,0,Virgin Islands (US),0,10,0,0,1/2/2016,10,0,2015,104
0,1/2/2016,0,Venezuela,0,10,0,0,1/2/2016,10,0,2015,31293
,12/29/2018,,Barbados,,10,,,12/29/2018,-,,2015,291
,1/2/2016,,Guatemala,,10,,,1/2/2016,-,,2015,16255
2158,1/2/2016,4.36,Colombia,0,11,0,183,1/2/2016,11,"2,158",2015,49529
0,1/2/2016,0,Argentina,0,11,0,0,1/2/2016,11,0,2015,42155
0,1/2/2016,0,Canada,0,11,0,,1/2/2016,11,0,2015,0
0,1/2/2016,0,Cuba,0,11,0,0,1/2/2016,11,0,2015,11249
0,1/2/2016,0,Guyana,0,11,0,0,1/2/2016,11,0,2015,808
0,1/2/2016,0,Jamaica,0,11,0,0,1/2/2016,11,0,2015,2813
0,1/2/2016,0,Martinique,0,11,0,0,1/2/2016,11,0,2015,406
0,1/2/2016,0,Haiti,0,11,0,0,1/2/2016,11,0,2015,10604
0,1/2/2016,0,Honduras,0,11,0,0,1/2/2016,11,0,2015,8424
0,1/2/2016,0,French Guiana,0,11,0,0,1/2/2016,11,0,2015,262
0,1/2/2016,0,Grenada,0,11,0,0,1/2/2016,11,0,2015,111
0,1/2/2016,0,Guadeloupe,0,11,0,0,1/2/2016,11,0,2015,470
0,1/2/2016,0,Dominica,0,11,0,0,1/2/2016,11,0,2015,74
0,1/2/2016,0,Dominican Republic,0,11,0,0,1/2/2016,11,0,2015,10652
0,1/2/2016,0,Ecuador,0,11,0,0,1/2/2016,11,0,2015,16226
0,1/2/2016,0,Costa Rica,0,11,0,0,1/2/2016,11,0,2015,5002
0,1/2/2016,0,Virgin Islands (UK),,11,,0,1/2/2016,11,0,2015,33
0,1/2/2016,0,Virgin Islands (UK),,11,,0,1/2/2016,11,0,2015,33
223,1/2/2016,0.11,Brazil,0,11,0,94,1/2/2016,11,223,2015,203657
976,1/2/2016,15.19,El Salvador,0,11,0,0,1/2/2016,11,976,2015,6426
0,1/2/2016,0,Belize,0,11,0,0,1/2/2016,11,0,2015,348
0,1/2/2016,0,Bolivia,0,11,0,0,1/2/2016,11,0,2015,11025
0,1/2/2016,0,Mexico,0,11,0,0,1/2/2016,11,0,2015,125236
0,1/2/2016,0,Curaçao,0,11,0,0,1/2/2016,11,0,2015,150
0,1/2/2016,0,Aruba,0,11,0,0,1/2/2016,11,0,2015,112
0,1/2/2016,,"Bonaire, Saint Eustatius and Saba",0,11,0,0,1/2/2016,11,0,2015,
0,1/2/2016,0,Nicaragua,0,11,0,0,1/2/2016,11,0,2015,6257
21,1/2/2016,0.53,Panama,0,11,0,21,1/2/2016,11,21,2015,3988
0,1/2/2016,0,Paraguay,0,11,0,0,1/2/2016,11,0,2015,7033
0,1/2/2016,0,Peru,0,11,0,0,1/2/2016,11,0,2015,31161
0,1/2/2016,0,Puerto Rico,0,11,0,0,1/2/2016,11,0,2015,3680
0,1/2/2016,0,Saint Barthelemy,0,11,0,0,1/2/2016,11,0,2015,9
0,1/2/2016,0,Saint Kitts and Nevis,,11,,0,1/2/2016,11,0,2015,52
0,1/2/2016,0,Anguilla,0,11,0,0,1/2/2016,11,0,2015,16
0,1/2/2016,0,Saint Lucia,0,11,0,0,1/2/2016,11,0,2015,164
0,1/2/2016,0,Saint Martin,0,11,0,0,1/2/2016,11,0,2015,32
0,1/2/2016,0,Saint Vincent and the Grenadines,0,11,0,0,1/2/2016,11,0,2015,103
71,1/2/2016,12.96,Suriname,0,11,0,11,1/2/2016,11,71,2015,548
0,1/2/2016,0,Trinidad and Tobago,0,11,0,0,1/2/2016,11,0,2015,1347
0,1/2/2016,0,Turks and Caicos Islands,,11,,0,1/2/2016,11,0,2015,50
0,1/2/2016,0,United States of America,0,11,,0,1/2/2016,11,0,2015,325128
0,1/2/2016,0,Virgin Islands (US),0,11,0,0,1/2/2016,11,0,2015,104
0,1/2/2016,0,Venezuela,0,11,0,0,1/2/2016,11,0,2015,31293
,12/29/2018,,Barbados,,11,,,12/29/2018,-,,2015,291
,1/2/2016,,Guatemala,,11,,,1/2/2016,-,,2015,16255
2158,1/2/2016,4.36,Colombia,0,12,0,183,1/2/2016,12,"2,158",2015,49529
0,1/2/2016,0,Argentina,0,12,0,0,1/2/2016,12,0,2015,42155
0,1/2/2016,0,Canada,0,12,0,,1/2/2016,12,0,2015,0
0,1/2/2016,0,Cuba,0,12,0,0,1/2/2016,12,0,2015,11249
0,1/2/2016,0,Guyana,0,12,0,0,1/2/2016,12,0,2015,808
0,1/2/2016,0,Jamaica,0,12,0,0,1/2/2016,12,0,2015,2813
0,1/2/2016,0,Martinique,0,12,0,0,1/2/2016,12,0,2015,406
0,1/2/2016,0,Haiti,0,12,0,0,1/2/2016,12,0,2015,10604
0,1/2/2016,0,Honduras,0,12,0,0,1/2/2016,12,0,2015,8424
976,1/2/2016,15.19,El Salvador,0,12,0,0,1/2/2016,12,976,2015,6426
0,1/2/2016,0,French Guiana,0,12,0,0,1/2/2016,12,0,2015,262
0,1/2/2016,0,Grenada,0,12,0,0,1/2/2016,12,0,2015,111
0,1/2/2016,0,Guadeloupe,0,12,0,0,1/2/2016,12,0,2015,470
0,1/2/2016,0,Dominica,0,12,0,0,1/2/2016,12,0,2015,74
0,1/2/2016,0,Dominican Republic,0,12,0,0,1/2/2016,12,0,2015,10652
0,1/2/2016,0,Ecuador,0,12,0,0,1/2/2016,12,0,2015,16226
0,1/2/2016,0,Costa Rica,0,12,0,0,1/2/2016,12,0,2015,5002
0,1/2/2016,0,Virgin Islands (UK),,12,,0,1/2/2016,12,0,2015,33
0,1/2/2016,0,Virgin Islands (UK),,12,,0,1/2/2016,12,0,2015,33
337,1/2/2016,0.17,Brazil,0,12,0,107,1/2/2016,12,337,2015,203657
0,1/2/2016,0,Belize,0,12,0,0,1/2/2016,12,0,2015,348
0,1/2/2016,0,Bolivia,0,12,0,0,1/2/2016,12,0,2015,11025
0,1/2/2016,0,Mexico,0,12,0,0,1/2/2016,12,0,2015,125236
0,1/2/2016,0,Curaçao,0,12,0,0,1/2/2016,12,0,2015,150
0,1/2/2016,0,Aruba,0,12,0,0,1/2/2016,12,0,2015,112
0,1/2/2016,,"Bonaire, Saint Eustatius and Saba",0,12,0,0,1/2/2016,12,0,2015,
0,1/2/2016,0,Nicaragua,0,12,0,0,1/2/2016,12,0,2015,6257
21,1/2/2016,0.53,Panama,0,12,0,21,1/2/2016,12,21,2015,3988
0,1/2/2016,0,Paraguay,0,12,0,0,1/2/2016,12,0,2015,7033
0,1/2/2016,0,Peru,0,12,0,0,1/2/2016,12,0,2015,31161
0,1/2/2016,0,Puerto Rico,0,12,0,0,1/2/2016,12,0,2015,3680
0,1/2/2016,0,Saint Barthelemy,0,12,0,0,1/2/2016,12,0,2015,9
0,1/2/2016,0,Saint Kitts and Nevis,,12,,0,1/2/2016,12,0,2015,52
0,1/2/2016,0,Anguilla,0,12,0,0,1/2/2016,12,0,2015,16
0,1/2/2016,0,Saint Lucia,0,12,0,0,1/2/2016,12,0,2015,164
0,1/2/2016,0,Saint Martin,0,12,0,0,1/2/2016,12,0,2015,32
0,1/2/2016,0,Saint Vincent and the Grenadines,0,12,0,0,1/2/2016,12,0,2015,103
71,1/2/2016,12.96,Suriname,0,12,0,11,1/2/2016,12,71,2015,548
0,1/2/2016,0,Trinidad and Tobago,0,12,0,0,1/2/2016,12,0,2015,1347
0,1/2/2016,0,Turks and Caicos Islands,,12,,0,1/2/2016,12,0,2015,50
0,1/2/2016,0,United States of America,0,12,,0,1/2/2016,12,0,2015,325128
0,1/2/2016,0,Virgin Islands (US),0,12,0,0,1/2/2016,12,0,2015,104
0,1/2/2016,0,Venezuela,0,12,0,0,1/2/2016,12,0,2015,31293
,12/29/2018,,Barbados,,12,,,12/29/2018,-,,2015,291
,1/2/2016,,Guatemala,,12,,,1/2/2016,-,,2015,16255
0,1/2/2016,0,Argentina,0,13,0,0,1/2/2016,13,0,2015,42155
0,1/2/2016,0,Canada,0,13,0,,1/2/2016,13,0,2015,0
2158,1/2/2016,4.36,Colombia,0,13,0,183,1/2/2016,13,"2,158",2015,49529
0,1/2/2016,0,Cuba,0,13,0,0,1/2/2016,13,0,2015,11249
0,1/2/2016,0,Guyana,0,13,0,0,1/2/2016,13,0,2015,808
0,1/2/2016,0,Jamaica,0,13,0,0,1/2/2016,13,0,2015,2813
0,1/2/2016,0,Martinique,0,13,0,0,1/2/2016,13,0,2015,406
0,1/2/2016,0,Haiti,0,13,0,0,1/2/2016,13,0,2015,10604
0,1/2/2016,0,Honduras,0,13,0,0,1/2/2016,13,0,2015,8424
976,1/2/2016,15.19,El Salvador,0,13,0,0,1/2/2016,13,976,2015,6426
0,1/2/2016,0,French Guiana,0,13,0,0,1/2/2016,13,0,2015,262
0,1/2/2016,0,Grenada,0,13,0,0,1/2/2016,13,0,2015,111
0,1/2/2016,0,Guadeloupe,0,13,0,0,1/2/2016,13,0,2015,470
0,1/2/2016,0,Dominica,0,13,0,0,1/2/2016,13,0,2015,74
0,1/2/2016,0,Dominican Republic,0,13,0,0,1/2/2016,13,0,2015,10652
0,1/2/2016,0,Ecuador,0,13,0,0,1/2/2016,13,0,2015,16226
0,1/2/2016,0,Costa Rica,0,13,0,0,1/2/2016,13,0,2015,5002
0,1/2/2016,0,Virgin Islands (UK),,13,,0,1/2/2016,13,0,2015,33
0,1/2/2016,0,Virgin Islands (UK),,13,,0,1/2/2016,13,0,2015,33
491,1/2/2016,0.24,Brazil,0,13,0,118,1/2/2016,13,491,2015,203657
0,1/2/2016,0,Belize,0,13,0,0,1/2/2016,13,0,2015,348
0,1/2/2016,0,Bolivia,0,13,0,0,1/2/2016,13,0,2015,11025
0,1/2/2016,0,Mexico,0,13,0,0,1/2/2016,13,0,2015,125236
0,1/2/2016,0,Curaçao,0,13,0,0,1/2/2016,13,0,2015,150
0,1/2/2016,0,Aruba,0,13,0,0,1/2/2016,13,0,2015,112
0,1/2/2016,,"Bonaire, Saint Eustatius and Saba",0,13,0,0,1/2/2016,13,0,2015,
0,1/2/2016,0,Nicaragua,0,13,0,0,1/2/2016,13,0,2015,6257
21,1/2/2016,0.53,Panama,0,13,0,21,1/2/2016,13,21,2015,3988
0,1/2/2016,0,Paraguay,0,13,0,0,1/2/2016,13,0,2015,7033
0,1/2/2016,0,Peru,0,13,0,0,1/2/2016,13,0,2015,31161
0,1/2/2016,0,Puerto Rico,0,13,0,0,1/2/2016,13,0,2015,3680
0,1/2/2016,0,Saint Barthelemy,0,13,0,0,1/2/2016,13,0,2015,9
0,1/2/2016,0,Saint Kitts and Nevis,,13,,0,1/2/2016,13,0,2015,52
0,1/2/2016,0,Anguilla,0,13,0,0,1/2/2016,13,0,2015,16
0,1/2/2016,0,Saint Lucia,0,13,0,0,1/2/2016,13,0,2015,164
0,1/2/2016,0,Saint Martin,0,13,0,0,1/2/2016,13,0,2015,32
0,1/2/2016,0,Saint Vincent and the Grenadines,0,13,0,0,1/2/2016,13,0,2015,103
71,1/2/2016,12.96,Suriname,0,13,0,11,1/2/2016,13,71,2015,548
0,1/2/2016,0,Trinidad and Tobago,0,13,0,0,1/2/2016,13,0,2015,1347
0,1/2/2016,0,Turks and Caicos Islands,,13,,0,1/2/2016,13,0,2015,50
0,1/2/2016,0,United States of America,0,13,,0,1/2/2016,13,0,2015,325128
0,1/2/2016,0,Virgin Islands (US),0,13,0,0,1/2/2016,13,0,2015,104
0,1/2/2016,0,Venezuela,0,13,0,0,1/2/2016,13,0,2015,31293
,12/29/2018,,Barbados,,13,,,12/29/2018,-,,2015,291
,1/2/2016,,Guatemala,,13,,,1/2/2016,-,,2015,16255
0,1/2/2016,0,Argentina,0,14,0,0,1/2/2016,14,0,2015,42155
0,1/2/2016,0,Canada,0,14,0,,1/2/2016,14,0,2015,0
2158,1/2/2016,4.36,Colombia,0,14,0,183,1/2/2016,14,"2,158",2015,49529
0,1/2/2016,0,Cuba,0,14,0,0,1/2/2016,14,0,2015,11249
0,1/2/2016,0,Guyana,0,14,0,0,1/2/2016,14,0,2015,808
0,1/2/2016,0,Jamaica,0,14,0,0,1/2/2016,14,0,2015,2813
0,1/2/2016,0,Martinique,0,14,0,0,1/2/2016,14,0,2015,406
0,1/2/2016,0,Haiti,0,14,0,0,1/2/2016,14,0,2015,10604
0,1/2/2016,0,Honduras,0,14,0,0,1/2/2016,14,0,2015,8424
976,1/2/2016,15.19,El Salvador,0,14,0,0,1/2/2016,14,976,2015,6426
0,1/2/2016,0,French Guiana,0,14,0,0,1/2/2016,14,0,2015,262
0,1/2/2016,0,Grenada,0,14,0,0,1/2/2016,14,0,2015,111
0,1/2/2016,0,Guadeloupe,0,14,0,0,1/2/2016,14,0,2015,470
0,1/2/2016,0,Dominica,0,14,0,0,1/2/2016,14,0,2015,74
0,1/2/2016,0,Dominican Republic,0,14,0,0,1/2/2016,14,0,2015,10652
0,1/2/2016,0,Ecuador,0,14,0,0,1/2/2016,14,0,2015,16226
0,1/2/2016,0,Costa Rica,0,14,0,0,1/2/2016,14,0,2015,5002
0,1/2/2016,0,Virgin Islands (UK),,14,,0,1/2/2016,14,0,2015,33
0,1/2/2016,0,Virgin Islands (UK),,14,,0,1/2/2016,14,0,2015,33
664,1/2/2016,0.33,Brazil,0,14,0,130,1/2/2016,14,664,2015,203657
0,1/2/2016,0,Belize,0,14,0,0,1/2/2016,14,0,2015,348
0,1/2/2016,0,Bolivia,0,14,0,0,1/2/2016,14,0,2015,11025
0,1/2/2016,0,Curaçao,0,14,0,0,1/2/2016,14,0,2015,150
0,1/2/2016,0,Mexico,0,14,0,0,1/2/2016,14,0,2015,125236
0,1/2/2016,0,Aruba,0,14,0,0,1/2/2016,14,0,2015,112
0,1/2/2016,,"Bonaire, Saint Eustatius and Saba",0,14,0,0,1/2/2016,14,0,2015,
0,1/2/2016,0,Nicaragua,0,14,0,0,1/2/2016,14,0,2015,6257
21,1/2/2016,0.53,Panama,0,14,0,21,1/2/2016,14,21,2015,3988
0,1/2/2016,0,Paraguay,0,14,0,0,1/2/2016,14,0,2015,7033
0,1/2/2016,0,Peru,0,14,0,0,1/2/2016,14,0,2015,31161
0,1/2/2016,0,Puerto Rico,0,14,0,0,1/2/2016,14,0,2015,3680
0,1/2/2016,0,Saint Barthelemy,0,14,0,0,1/2/2016,14,0,2015,9
0,1/2/2016,0,Saint Kitts and Nevis,,14,,0,1/2/2016,14,0,2015,52
0,1/2/2016,0,Anguilla,0,14,0,0,1/2/2016,14,0,2015,16
0,1/2/2016,0,Saint Lucia,0,14,0,0,1/2/2016,14,0,2015,164
0,1/2/2016,0,Saint Martin,0,14,0,0,1/2/2016,14,0,2015,32
0,1/2/2016,0,Saint Vincent and the Grenadines,0,14,0,0,1/2/2016,14,0,2015,103
71,1/2/2016,12.96,Suriname,0,14,0,11,1/2/2016,14,71,2015,548
0,1/2/2016,0,Trinidad and Tobago,0,14,0,0,1/2/2016,14,0,2015,1347
0,1/2/2016,0,Turks and Caicos Islands,,14,,0,1/2/2016,14,0,2015,50
0,1/2/2016,0,United States of America,0,14,,0,1/2/2016,14,0,2015,325128
0,1/2/2016,0,Virgin Islands (US),0,14,0,0,1/2/2016,14,0,2015,104
0,1/2/2016,0,Venezuela,0,14,0,0,1/2/2016,14,0,2015,31293
,12/29/2018,,Barbados,,14,,,12/29/2018,-,,2015,291
,1/2/2016,,Guatemala,,14,,,1/2/2016,-,,2015,16255
0,1/2/2016,0,Argentina,0,15,0,0,1/2/2016,15,0,2015,42155
0,1/2/2016,0,Canada,0,15,0,,1/2/2016,15,0,2015,0
2158,1/2/2016,4.36,Colombia,0,15,0,183,1/2/2016,15,"2,158",2015,49529
0,1/2/2016,0,Cuba,0,15,0,0,1/2/2016,15,0,2015,11249
0,1/2/2016,0,Guyana,0,15,0,0,1/2/2016,15,0,2015,808
0,1/2/2016,0,Jamaica,0,15,0,0,1/2/2016,15,0,2015,2813
0,1/2/2016,0,Martinique,0,15,0,0,1/2/2016,15,0,2015,406
0,1/2/2016,0,Haiti,0,15,0,0,1/2/2016,15,0,2015,10604
0,1/2/2016,0,Honduras,0,15,0,0,1/2/2016,15,0,2015,8424
976,1/2/2016,15.19,El Salvador,0,15,0,0,1/2/2016,15,976,2015,6426
0,1/2/2016,0,French Guiana,0,15,0,0,1/2/2016,15,0,2015,262
0,1/2/2016,0,Grenada,0,15,0,0,1/2/2016,15,0,2015,111
0,1/2/2016,0,Guadeloupe,0,15,0,0,1/2/2016,15,0,2015,470
0,1/2/2016,0,Dominica,0,15,0,0,1/2/2016,15,0,2015,74
0,1/2/2016,0,Dominican Republic,0,15,0,0,1/2/2016,15,0,2015,10652
0,1/2/2016,0,Ecuador,0,15,0,0,1/2/2016,15,0,2015,16226
0,1/2/2016,0,Costa Rica,0,15,0,0,1/2/2016,15,0,2015,5002
0,1/2/2016,0,Virgin Islands (UK),,15,,0,1/2/2016,15,0,2015,33
0,1/2/2016,0,Virgin Islands (UK),,15,,0,1/2/2016,15,0,2015,33
977,1/2/2016,0.48,Brazil,0,15,0,143,1/2/2016,15,977,2015,203657
